"","AREAYEAR","AREA","OCC_GROUP","YEAR","AREA_TITLE","TOT_EMP","AO_EMP","nat_growth","nat_share","loc_share","natl_shock_wt","true_growth","index_nsa"
"1734",153802017,15380,"Entertainment",2017,"Buffalo-Cheektowaga-Niagara Falls, NY",5890,547750,0.0226264950504542,0.0101527468922023,0.0107530807850297,0.000229721077304929,-0.00158579709088258,184.5775
"1735",153802017,15380,"Skilled Trades",2017,"Buffalo-Cheektowaga-Niagara Falls, NY",104750,547750,0.00866715011657236,0.193212059348912,0.191236878137837,0.00167459792270911,-0.00158579709088258,184.5775
"1736",153802017,15380,"Service Sector",2017,"Buffalo-Cheektowaga-Niagara Falls, NY",240790,547750,0.0128548052534285,0.443549269075134,0.439598356914651,0.0057017394742614,-0.00158579709088258,184.5775
"1737",153802017,15380,"Public Sector & Education",2017,"Buffalo-Cheektowaga-Niagara Falls, NY",67250,547750,0.0158166487129007,0.121887645364733,0.122774988589685,0.00192785406917661,-0.00158579709088258,184.5775
"1738",153802017,15380,"STEM & Professions",2017,"Buffalo-Cheektowaga-Niagara Falls, NY",78590,547750,0.0229425616055889,0.138584083700922,0.143477863989046,0.0031794738778625,-0.00158579709088258,184.5775
"1739",153802018,15380,"Agriculture",2018,"Buffalo-Cheektowaga-Niagara Falls, NY",100,551090,0.0040131682081831,0.000182275527687653,0.000181458563936925,0.000000731502352845886,0.00613418530351438,196.37
"1740",153802018,15380,"Entertainment",2018,"Buffalo-Cheektowaga-Niagara Falls, NY",5930,551090,0.0287237782725888,0.0101527468922023,0.0107604928414597,0.000291625250589332,0.00613418530351438,196.37
"1741",153802018,15380,"Health Sector",2018,"Buffalo-Cheektowaga-Niagara Falls, NY",50620,551090,0.0125419517764624,0.0924319200904087,0.0918543250648714,0.00115927668437973,0.00613418530351438,196.37
"1742",153802018,15380,"Skilled Trades",2018,"Buffalo-Cheektowaga-Niagara Falls, NY",108030,551090,0.0301776437171053,0.193212059348912,0.19602968662106,0.00583068468887967,0.00613418530351438,196.37
"1743",153802018,15380,"STEM & Professions",2018,"Buffalo-Cheektowaga-Niagara Falls, NY",79900,551090,0.0317612044610044,0.138584083700922,0.144985392585603,0.00440159741746594,0.00613418530351438,196.37
"1744",153802018,15380,"Service Sector",2018,"Buffalo-Cheektowaga-Niagara Falls, NY",241470,551090,0.00772362603218774,0.443549269075134,0.438167994338493,0.00342580868118655,0.00613418530351438,196.37
"1745",153802018,15380,"Public Sector & Education",2018,"Buffalo-Cheektowaga-Niagara Falls, NY",65060,551090,0.01193265756871,0.121887645364733,0.118056941697363,0.00145444353399373,0.00613418530351438,196.37
"1746",153802019,15380,"Service Sector",2019,"Buffalo-Cheektowaga-Niagara Falls, NY",219310,550890,-0.0713622426516318,0.443549269075134,0.398101254333896,-0.0316526705676936,-0.000435484748961187,207.65875
"1747",153802019,15380,"Skilled Trades",2019,"Buffalo-Cheektowaga-Niagara Falls, NY",117590,550890,0.0939050671882357,0.193212059348912,0.213454591660767,0.018143591414737,-0.000435484748961187,207.65875
"1748",153802019,15380,"Agriculture",2019,"Buffalo-Cheektowaga-Niagara Falls, NY",70,550890,0.00215470130843456,0.000182275527687653,0.000127067109586306,0.000000392749318004186,-0.000435484748961187,207.65875
"1749",153802019,15380,"Entertainment",2019,"Buffalo-Cheektowaga-Niagara Falls, NY",6290,550890,0.0248459233774963,0.0101527468922023,0.0114178874185409,0.000252254371354771,-0.000435484748961187,207.65875
"1750",153802019,15380,"Public Sector & Education",2019,"Buffalo-Cheektowaga-Niagara Falls, NY",64490,550890,0.0174855599946808,0.121887645364733,0.117065112817441,0.00213127373563542,-0.000435484748961187,207.65875
"1751",153802019,15380,"STEM & Professions",2019,"Buffalo-Cheektowaga-Niagara Falls, NY",81380,550890,0.0517212182193637,0.138584083700922,0.147724591116194,0.00716773763482596,-0.000435484748961187,207.65875
"1752",153802019,15380,"Health Sector",2019,"Buffalo-Cheektowaga-Niagara Falls, NY",61740,550890,0.185588053275097,0.0924319200904087,0.112073190655122,0.0171542601100583,-0.000435484748961187,207.65875
"1753",153802020,15380,"Entertainment",2020,"Buffalo-Cheektowaga-Niagara Falls, NY",5100,496720,-0.0767101665147507,0.0101527468922023,0.0102673538411983,-0.000778818904682952,-0.0982445949135005,224.06125
"1754",153802020,15380,"Health Sector",2020,"Buffalo-Cheektowaga-Niagara Falls, NY",59310,496720,-0.00306783379536175,0.0924319200904087,0.119403285553229,-0.000283565768223532,-0.0982445949135005,224.06125
"1755",153802020,15380,"STEM & Professions",2020,"Buffalo-Cheektowaga-Niagara Falls, NY",77210,496720,0.0071636205321167,0.138584083700922,0.1554396843292,0.000992763787424507,-0.0982445949135005,224.06125
"1756",153802020,15380,"Service Sector",2020,"Buffalo-Cheektowaga-Niagara Falls, NY",190160,496720,-0.091484161119391,0.443549269075134,0.382831373812208,-0.0405777327964577,-0.0982445949135005,224.06125
"1757",153802020,15380,"Agriculture",2020,"Buffalo-Cheektowaga-Niagara Falls, NY",70,496720,-0.00738501807304001,0.000182275527687653,0.000140924464487035,-0.00000134610806624622,-0.0982445949135005,224.06125
"1758",153802020,15380,"Public Sector & Education",2020,"Buffalo-Cheektowaga-Niagara Falls, NY",60090,496720,-0.0388805625599318,0.121887645364733,0.120973586728942,-0.0047390602208863,-0.0982445949135005,224.06125
"1759",153802020,15380,"Skilled Trades",2020,"Buffalo-Cheektowaga-Niagara Falls, NY",104810,496720,-0.036701549289862,0.193212059348912,0.211004187469802,-0.00709118191958983,-0.0982445949135005,224.06125
"1760",153802021,15380,"STEM & Professions",2021,"Buffalo-Cheektowaga-Niagara Falls, NY",83940,499240,0.0325001978974751,0.138584083700922,0.168135566060412,0.00450401014572023,0.00503271263210871,259.3175
"1761",153802021,15380,"Health Sector",2021,"Buffalo-Cheektowaga-Niagara Falls, NY",60720,499240,0.00956382752566145,0.0924319200904087,0.121624869802099,0.00088400294161039,0.00503271263210871,259.3175
"1762",153802021,15380,"Agriculture",2021,"Buffalo-Cheektowaga-Niagara Falls, NY",130,499240,-0.0436980065923717,0.000182275527687653,0.00026039580161846,-0.00000796507721052307,0.00503271263210871,259.3175
"1763",153802021,15380,"Skilled Trades",2021,"Buffalo-Cheektowaga-Niagara Falls, NY",105980,499240,0.00741337255051196,0.193212059348912,0.21228266965788,0.00143235297720511,0.00503271263210871,259.3175
"1764",153802021,15380,"Service Sector",2021,"Buffalo-Cheektowaga-Niagara Falls, NY",185240,499240,-0.0172770062185834,0.443549269075134,0.371043986860027,-0.00766320348005919,0.00503271263210871,259.3175
"1765",153802021,15380,"Entertainment",2021,"Buffalo-Cheektowaga-Niagara Falls, NY",5690,499240,-0.0526360144953709,0.0101527468922023,0.0113973239323772,-0.000534400132585789,0.00503271263210871,259.3175
"1766",153802021,15380,"Public Sector & Education",2021,"Buffalo-Cheektowaga-Niagara Falls, NY",57550,499240,-0.0187419814472121,0.121887645364733,0.115275218331864,-0.00228441598807019,0.00503271263210871,259.3175
"1767",153802022,15380,"Service Sector",2022,"Buffalo-Cheektowaga-Niagara Falls, NY",188170,515900,0.0339545750945277,0.443549269075134,0.364741228920333,0.0150605269649345,0.0333299949924887,294.0775
"1768",153802022,15380,"Health Sector",2022,"Buffalo-Cheektowaga-Niagara Falls, NY",62990,515900,0.0238117521050894,0.0924319200904087,0.122097305679395,0.00220096596779024,0.0333299949924887,294.0775
"1769",153802022,15380,"Agriculture",2022,"Buffalo-Cheektowaga-Niagara Falls, NY",250,515900,-0.00114893477333158,0.000182275527687653,0.000484590036828843,-0.000000209422692087708,0.0333299949924887,294.0775
"1770",153802022,15380,"STEM & Professions",2022,"Buffalo-Cheektowaga-Niagara Falls, NY",88500,515900,0.0662247524097581,0.138584083700922,0.17154487303741,0.00917769663102677,0.0333299949924887,294.0775
"1771",153802022,15380,"Skilled Trades",2022,"Buffalo-Cheektowaga-Niagara Falls, NY",112580,515900,0.0545532311051754,0.193212059348912,0.218220585384764,0.0105403421259681,0.0333299949924887,294.0775
"1772",153802022,15380,"Public Sector & Education",2022,"Buffalo-Cheektowaga-Niagara Falls, NY",57390,515900,0.0281603793479505,0.121887645364733,0.111242488854429,0.00343240233129935,0.0333299949924887,294.0775
"1773",153802022,15380,"Entertainment",2022,"Buffalo-Cheektowaga-Niagara Falls, NY",6010,515900,0.0946765113294107,0.0101527468922023,0.0116495444853654,0.000961226656164226,0.0333299949924887,294.0775
"1774",153802023,15380,"Health Sector",2023,"Buffalo-Cheektowaga-Niagara Falls, NY",65600,526990,0.0303740898501228,0.0924319200904087,0.124480540427712,0.00280753544584545,0.021535598674136,314.5
"1775",153802023,15380,"Public Sector & Education",2023,"Buffalo-Cheektowaga-Niagara Falls, NY",58350,526990,0.0325123686766651,0.121887645364733,0.110723163627393,0.00396285606322882,0.021535598674136,314.5
"1776",153802023,15380,"Entertainment",2023,"Buffalo-Cheektowaga-Niagara Falls, NY",5980,526990,0.0470634671867563,0.0101527468922023,0.0113474638987457,0.000477823470216603,0.021535598674136,314.5
"1777",153802023,15380,"Service Sector",2023,"Buffalo-Cheektowaga-Niagara Falls, NY",189680,526990,0.0200442655873827,0.443549269075134,0.359930928480616,0.00889061935043146,0.021535598674136,314.5
"1778",153802023,15380,"Agriculture",2023,"Buffalo-Cheektowaga-Niagara Falls, NY",250,526990,-0.0637242013934534,0.000182275527687653,0.000474392303459269,-0.000011615362435466,0.021535598674136,314.5
"1779",153802023,15380,"Skilled Trades",2023,"Buffalo-Cheektowaga-Niagara Falls, NY",113410,526990,0.0169721648638749,0.193212059348912,0.215203324541263,0.00327922692495851,0.021535598674136,314.5
"1780",153802023,15380,"STEM & Professions",2023,"Buffalo-Cheektowaga-Niagara Falls, NY",93730,526990,0.0352124839005986,0.138584083700922,0.177859162412949,0.00487988981619793,0.021535598674136,314.5
"1781",159802016,15980,"Service Sector",2016,"Cape Coral-Fort Myers, FL",129560,250190,NA,0.517846436708102,0.517846436708102,NA,NA,226.71
"1782",159802016,15980,"Health Sector",2016,"Cape Coral-Fort Myers, FL",24490,250190,NA,0.0978856069387266,0.0978856069387266,NA,NA,226.71
"1783",159802016,15980,"Public Sector & Education",2016,"Cape Coral-Fort Myers, FL",18730,250190,NA,0.0748631040409289,0.0748631040409289,NA,NA,226.71
"1784",159802016,15980,"Skilled Trades",2016,"Cape Coral-Fort Myers, FL",49700,250190,NA,0.198649026739678,0.198649026739678,NA,NA,226.71
"1785",159802016,15980,"Entertainment",2016,"Cape Coral-Fort Myers, FL",3030,250190,NA,0.0121107957951957,0.0121107957951957,NA,NA,226.71
"1786",159802016,15980,"STEM & Professions",2016,"Cape Coral-Fort Myers, FL",23430,250190,NA,0.0936488268915624,0.0936488268915624,NA,NA,226.71
"1787",159802016,15980,"Agriculture",2016,"Cape Coral-Fort Myers, FL",1250,250190,NA,0.00499620288580679,0.00499620288580679,NA,NA,226.71
"1788",159802017,15980,"Health Sector",2017,"Cape Coral-Fort Myers, FL",25720,258370,0.0207224566218244,0.0978856069387266,0.0995471610481093,0.00202843024368871,0.0271393740757025,242.41625
"1789",159802017,15980,"Service Sector",2017,"Cape Coral-Fort Myers, FL",130540,258370,0.0128548052534285,0.517846436708102,0.505244416921469,0.00665681509506453,0.0271393740757025,242.41625
"1790",159802017,15980,"Public Sector & Education",2017,"Cape Coral-Fort Myers, FL",19380,258370,0.0158166487129007,0.0748631040409289,0.0750087084413825,0.00118408341817271,0.0271393740757025,242.41625
"1791",159802017,15980,"STEM & Professions",2017,"Cape Coral-Fort Myers, FL",25250,258370,0.0229425616055889,0.0936488268915624,0.097728064403762,0.0021485439802508,0.0271393740757025,242.41625
"1792",159802017,15980,"Skilled Trades",2017,"Cape Coral-Fort Myers, FL",52760,258370,0.00866715011657236,0.198649026739678,0.20420327437396,0.00172172093526379,0.0271393740757025,242.41625
"1793",159802017,15980,"Entertainment",2017,"Cape Coral-Fort Myers, FL",3330,258370,0.0226264950504542,0.0121107957951957,0.0128884932461199,0.000274024861117056,0.0271393740757025,242.41625
"1794",159802018,15980,"Service Sector",2018,"Cape Coral-Fort Myers, FL",131090,265780,0.00772362603218774,0.517846436708102,0.493227481375574,0.00399965221923436,0.0296910265390303,255.67875
"1795",159802018,15980,"Health Sector",2018,"Cape Coral-Fort Myers, FL",26660,265780,0.0125419517764624,0.0978856069387266,0.100308525848446,0.00122767656183526,0.0296910265390303,255.67875
"1796",159802018,15980,"Public Sector & Education",2018,"Cape Coral-Fort Myers, FL",20650,265780,0.01193265756871,0.0748631040409289,0.0776958386635563,0.000893315785051118,0.0296910265390303,255.67875
"1797",159802018,15980,"Entertainment",2018,"Cape Coral-Fort Myers, FL",3370,265780,0.0287237782725888,0.0121107957951957,0.0126796598690646,0.0003478678131258,0.0296910265390303,255.67875
"1798",159802018,15980,"Skilled Trades",2018,"Cape Coral-Fort Myers, FL",55670,265780,0.0301776437171053,0.198649026739678,0.209458951012115,0.00599475955369973,0.0296910265390303,255.67875
"1799",159802018,15980,"STEM & Professions",2018,"Cape Coral-Fort Myers, FL",27170,265780,0.0317612044610044,0.0936488268915624,0.102227406125367,0.00297439953843612,0.0296910265390303,255.67875
"1800",159802019,15980,"STEM & Professions",2019,"Cape Coral-Fort Myers, FL",33620,270210,0.0517212182193637,0.0936488268915624,0.124421746049369,0.00484363141164591,0.0170439514757568,263.00625
"1801",159802019,15980,"Public Sector & Education",2019,"Cape Coral-Fort Myers, FL",21290,270210,0.0174855599946808,0.0748631040409289,0.0787905702971763,0.00130902329709569,0.0170439514757568,263.00625
"1802",159802019,15980,"Skilled Trades",2019,"Cape Coral-Fort Myers, FL",62480,270210,0.0939050671882357,0.198649026739678,0.231227563746716,0.0186541502028671,0.0170439514757568,263.00625
"1803",159802019,15980,"Entertainment",2019,"Cape Coral-Fort Myers, FL",3320,270210,0.0248459233774963,0.0121107957951957,0.0122867399430073,0.000300903904367935,0.0170439514757568,263.00625
"1804",159802019,15980,"Health Sector",2019,"Cape Coral-Fort Myers, FL",26240,270210,0.185588053275097,0.0978856069387266,0.097109655453166,0.0181663992354096,0.0170439514757568,263.00625
"1805",159802019,15980,"Service Sector",2019,"Cape Coral-Fort Myers, FL",122170,270210,-0.0713622426516318,0.517846436708102,0.452129824950964,-0.0369546830726464,0.0170439514757568,263.00625
"1806",159802020,15980,"Health Sector",2020,"Cape Coral-Fort Myers, FL",26730,261490,-0.00306783379536175,0.0978856069387266,0.102221882289954,-0.000300296773046122,-0.0289090368608799,281.33
"1807",159802020,15980,"Service Sector",2020,"Cape Coral-Fort Myers, FL",114890,261490,-0.091484161119391,0.517846436708102,0.439366706183793,-0.0473747468509065,-0.0289090368608799,281.33
"1808",159802020,15980,"Skilled Trades",2020,"Cape Coral-Fort Myers, FL",61380,261490,-0.036701549289862,0.198649026739678,0.234731729702857,-0.0072907270462694,-0.0289090368608799,281.33
"1809",159802020,15980,"STEM & Professions",2020,"Cape Coral-Fort Myers, FL",34180,261490,0.0071636205321167,0.0936488268915624,0.130712455543233,0.000670864659129039,-0.0289090368608799,281.33
"1810",159802020,15980,"Entertainment",2020,"Cape Coral-Fort Myers, FL",3080,261490,-0.0767101665147507,0.0121107957951957,0.0117786531033692,-0.000929021162075601,-0.0289090368608799,281.33
"1811",159802020,15980,"Public Sector & Education",2020,"Cape Coral-Fort Myers, FL",21080,261490,-0.0388805625599318,0.0748631040409289,0.0806149374737084,-0.00291071960009402,-0.0289090368608799,281.33
"1812",159802021,15980,"Agriculture",2021,"Cape Coral-Fort Myers, FL",390,266560,-0.0436980065923717,0.00499620288580679,0.00146308523409364,-0.000218324106640811,0.0199357159256141,350.3925
"1813",159802021,15980,"Skilled Trades",2021,"Cape Coral-Fort Myers, FL",60870,266560,0.00741337255051196,0.198649026739678,0.228353841536615,0.00147265924201784,0.0199357159256141,350.3925
"1814",159802021,15980,"Public Sector & Education",2021,"Cape Coral-Fort Myers, FL",20260,266560,-0.0187419814472121,0.0748631040409289,0.0760054021608643,-0.0014030829070158,0.0199357159256141,350.3925
"1815",159802021,15980,"STEM & Professions",2021,"Cape Coral-Fort Myers, FL",36030,266560,0.0325001978974751,0.0936488268915624,0.135166566626651,0.00304360540684217,0.0199357159256141,350.3925
"1816",159802021,15980,"Entertainment",2021,"Cape Coral-Fort Myers, FL",3110,266560,-0.0526360144953709,0.0121107957951957,0.0116671668667467,-0.000637464023026395,0.0199357159256141,350.3925
"1817",159802021,15980,"Health Sector",2021,"Cape Coral-Fort Myers, FL",28960,266560,0.00956382752566145,0.0978856069387266,0.108643457382953,0.000936161062006671,0.0199357159256141,350.3925
"1818",159802021,15980,"Service Sector",2021,"Cape Coral-Fort Myers, FL",116930,266560,-0.0172770062185834,0.517846436708102,0.438662965186074,-0.00894683610727711,0.0199357159256141,350.3925
"1819",159802022,15980,"Skilled Trades",2022,"Cape Coral-Fort Myers, FL",67940,286420,0.0545532311051754,0.198649026739678,0.237204105858529,0.0108369462645478,0.0745075970737197,447.145
"1820",159802022,15980,"Service Sector",2022,"Cape Coral-Fort Myers, FL",124560,286420,0.0339545750945277,0.517846436708102,0.434885831994972,0.0175832557226388,0.0745075970737197,447.145
"1821",159802022,15980,"Agriculture",2022,"Cape Coral-Fort Myers, FL",420,286420,-0.00114893477333158,0.00499620288580679,0.00146637804622582,-0.00000574031123012302,0.0745075970737197,447.145
"1822",159802022,15980,"Health Sector",2022,"Cape Coral-Fort Myers, FL",29980,286420,0.0238117521050894,0.0978856069387266,0.104671461490119,0.00233082780708118,0.0745075970737197,447.145
"1823",159802022,15980,"STEM & Professions",2022,"Cape Coral-Fort Myers, FL",39810,286420,0.0662247524097581,0.0936488268915624,0.138991690524405,0.00620187037435802,0.0745075970737197,447.145
"1824",159802022,15980,"Entertainment",2022,"Cape Coral-Fort Myers, FL",3150,286420,0.0946765113294107,0.0121107957951957,0.0109978353466937,0.00114660789531202,0.0745075970737197,447.145
"1825",159802022,15980,"Public Sector & Education",2022,"Cape Coral-Fort Myers, FL",20550,286420,0.0281603793479505,0.0748631040409289,0.0717477829760492,0.00210817340895765,0.0745075970737197,447.145
"1826",159802023,15980,"Service Sector",2023,"Cape Coral-Fort Myers, FL",121680,290450,0.0200442655873827,0.517846436708102,0.418936133585815,0.010379851510857,0.0141056527355888,467.16125
"1827",159802023,15980,"Entertainment",2023,"Cape Coral-Fort Myers, FL",3670,290450,0.0470634671867563,0.0121107957951957,0.0126355655018075,0.000569976040512697,0.0141056527355888,467.16125
"1828",159802023,15980,"Health Sector",2023,"Cape Coral-Fort Myers, FL",30850,290450,0.0303740898501228,0.0978856069387266,0.106214494749527,0.00297318622019069,0.0141056527355888,467.16125
"1829",159802023,15980,"STEM & Professions",2023,"Cape Coral-Fort Myers, FL",42410,290450,0.0352124839005986,0.0936488268915624,0.146014804613531,0.00329760780922908,0.0141056527355888,467.16125
"1830",159802023,15980,"Public Sector & Education",2023,"Cape Coral-Fort Myers, FL",21450,290450,0.0325123686766651,0.0748631040409289,0.073850920984679,0.00243397683885822,0.0141056527355888,467.16125
"1831",159802023,15980,"Skilled Trades",2023,"Cape Coral-Fort Myers, FL",70020,290450,0.0169721648638749,0.198649026739678,0.241074195214323,0.0033715040318741,0.0141056527355888,467.16125
"1832",159802023,15980,"Agriculture",2023,"Cape Coral-Fort Myers, FL",370,290450,-0.0637242013934534,0.00499620288580679,0.00127388535031847,-0.000318379038897705,0.0141056527355888,467.16125
"1833",160202016,16020,"Agriculture",2016,"Cape Girardeau, MO-IL",70,42840,NA,0.00163398692810458,0.00163398692810458,NA,NA,168.235
"1834",160202016,16020,"Service Sector",2016,"Cape Girardeau, MO-IL",19230,42840,NA,0.448879551820728,0.448879551820728,NA,NA,168.235
"1835",160202016,16020,"Skilled Trades",2016,"Cape Girardeau, MO-IL",9540,42840,NA,0.222689075630252,0.222689075630252,NA,NA,168.235
"1836",160202016,16020,"Public Sector & Education",2016,"Cape Girardeau, MO-IL",4130,42840,NA,0.0964052287581699,0.0964052287581699,NA,NA,168.235
"1837",160202016,16020,"Entertainment",2016,"Cape Girardeau, MO-IL",530,42840,NA,0.0123716153127918,0.0123716153127918,NA,NA,168.235
"1838",160202016,16020,"STEM & Professions",2016,"Cape Girardeau, MO-IL",3770,42840,NA,0.0880018674136321,0.0880018674136321,NA,NA,168.235
"1839",160202016,16020,"Health Sector",2016,"Cape Girardeau, MO-IL",5570,42840,NA,0.130018674136321,0.130018674136321,NA,NA,168.235
"1840",160202017,16020,"Health Sector",2017,"Cape Girardeau, MO-IL",5980,42620,0.0207224566218244,0.130018674136321,0.140309713749413,0.00269430633481704,-0.0053688141923436,168.56
"1841",160202017,16020,"Public Sector & Education",2017,"Cape Girardeau, MO-IL",3990,42620,0.0158166487129007,0.0964052287581699,0.0936180197090568,0.00152480763735481,-0.0053688141923436,168.56
"1842",160202017,16020,"Service Sector",2017,"Cape Girardeau, MO-IL",19250,42620,0.0128548052534285,0.448879551820728,0.451665884561239,0.00577025922090172,-0.0053688141923436,168.56
"1843",160202017,16020,"Entertainment",2017,"Cape Girardeau, MO-IL",490,42620,0.0226264950504542,0.0123716153127918,0.0114969497888315,0.000279926292641007,-0.0053688141923436,168.56
"1844",160202017,16020,"STEM & Professions",2017,"Cape Girardeau, MO-IL",3750,42620,0.0229425616055889,0.0880018674136321,0.0879868606288128,0.00201898826454412,-0.0053688141923436,168.56
"1845",160202017,16020,"Skilled Trades",2017,"Cape Girardeau, MO-IL",9150,42620,0.00866715011657236,0.222689075630252,0.214687939934303,0.00193007964780813,-0.0053688141923436,168.56
"1846",160202018,16020,"Agriculture",2018,"Cape Girardeau, MO-IL",60,42720,0.0040131682081831,0.00163398692810458,0.00140449438202247,0.00000655746439245605,0.00258155362590941,175.625
"1847",160202018,16020,"Entertainment",2018,"Cape Girardeau, MO-IL",490,42720,0.0287237782725888,0.0123716153127918,0.0114700374531835,0.000355359535118395,0.00258155362590941,175.625
"1848",160202018,16020,"Service Sector",2018,"Cape Girardeau, MO-IL",20140,42720,0.00772362603218774,0.448879551820728,0.471441947565543,0.00346697779175934,0.00258155362590941,175.625
"1849",160202018,16020,"Health Sector",2018,"Cape Girardeau, MO-IL",5880,42720,0.0125419517764624,0.130018674136321,0.137640449438202,0.00163068794105732,0.00258155362590941,175.625
"1850",160202018,16020,"Skilled Trades",2018,"Cape Girardeau, MO-IL",8990,42720,0.0301776437171053,0.222689075630252,0.210440074906367,0.00672023158406127,0.00258155362590941,175.625
"1851",160202018,16020,"Public Sector & Education",2018,"Cape Girardeau, MO-IL",3330,42720,0.01193265756871,0.0964052287581699,0.0779494382022472,0.0011503705826044,0.00258155362590941,175.625
"1852",160202018,16020,"STEM & Professions",2018,"Cape Girardeau, MO-IL",3830,42720,0.0317612044610044,0.0880018674136321,0.0896535580524345,0.00279504530387457,0.00258155362590941,175.625
"1853",160202019,16020,"Agriculture",2019,"Cape Girardeau, MO-IL",90,43390,0.00215470130843456,0.00163398692810458,0.00207421064761466,0.0000035207537719519,0.0156835205992509,179.81
"1854",160202019,16020,"Public Sector & Education",2019,"Cape Girardeau, MO-IL",3830,43390,0.0174855599946808,0.0964052287581699,0.0882691864484904,0.0016856994112519,0.0156835205992509,179.81
"1855",160202019,16020,"Entertainment",2019,"Cape Girardeau, MO-IL",560,43390,0.0248459233774963,0.0123716153127918,0.0129061995851579,0.000307384206117484,0.0156835205992509,179.81
"1856",160202019,16020,"Service Sector",2019,"Cape Girardeau, MO-IL",18100,43390,-0.0713622426516318,0.448879551820728,0.417146808020281,-0.0320330514983865,0.0156835205992509,179.81
"1857",160202019,16020,"Health Sector",2019,"Cape Girardeau, MO-IL",7210,43390,0.185588053275097,0.130018674136321,0.166167319658908,0.0241299126223691,0.0156835205992509,179.81
"1858",160202019,16020,"Skilled Trades",2019,"Cape Girardeau, MO-IL",9510,43390,0.0939050671882357,0.222689075630252,0.219174925097949,0.0209116326091449,0.0156835205992509,179.81
"1859",160202019,16020,"STEM & Professions",2019,"Cape Girardeau, MO-IL",4090,43390,0.0517212182193637,0.0880018674136321,0.0942613505415995,0.00455156378821198,0.0156835205992509,179.81
"1860",160202020,16020,"Public Sector & Education",2020,"Cape Girardeau, MO-IL",3950,41920,-0.0388805625599318,0.0964052287581699,0.0942270992366412,-0.00374828952783656,-0.0338787739110394,187.7575
"1861",160202020,16020,"Entertainment",2020,"Cape Girardeau, MO-IL",570,41920,-0.0767101665147507,0.0123716153127918,0.0135973282442748,-0.000949028670700697,-0.0338787739110394,187.7575
"1862",160202020,16020,"STEM & Professions",2020,"Cape Girardeau, MO-IL",4380,41920,0.0071636205321167,0.0880018674136321,0.104484732824427,0.000630411984268907,-0.0338787739110394,187.7575
"1863",160202020,16020,"Skilled Trades",2020,"Cape Girardeau, MO-IL",9100,41920,-0.036701549289862,0.222689075630252,0.217080152671756,-0.0081730340855575,-0.0338787739110394,187.7575
"1864",160202020,16020,"Health Sector",2020,"Cape Girardeau, MO-IL",7000,41920,-0.00306783379536175,0.130018674136321,0.166984732824427,-0.000398875682543533,-0.0338787739110394,187.7575
"1865",160202020,16020,"Service Sector",2020,"Cape Girardeau, MO-IL",16790,41920,-0.091484161119391,0.448879551820728,0.400524809160305,-0.0410653692419675,-0.0338787739110394,187.7575
"1866",160202020,16020,"Agriculture",2020,"Cape Girardeau, MO-IL",130,41920,-0.00738501807304001,0.00163398692810458,0.00310114503816794,-0.0000120670229951634,-0.0338787739110394,187.7575
"1867",160202021,16020,"Service Sector",2021,"Cape Girardeau, MO-IL",16880,43130,-0.0172770062185834,0.448879551820728,0.391374913053559,-0.00775529480820164,0.0288645038167939,206.6775
"1868",160202021,16020,"Agriculture",2021,"Cape Girardeau, MO-IL",110,43130,-0.0436980065923717,0.00163398692810458,0.00255042893577556,-0.0000714019715561629,0.0288645038167939,206.6775
"1869",160202021,16020,"Public Sector & Education",2021,"Cape Girardeau, MO-IL",4130,43130,-0.0187419814472121,0.0964052287581699,0.0957570136795734,-0.00180682500879986,0.0288645038167939,206.6775
"1870",160202021,16020,"Skilled Trades",2021,"Cape Girardeau, MO-IL",9750,43130,0.00741337255051196,0.222689075630252,0.226060746580107,0.00165087708057619,0.0288645038167939,206.6775
"1871",160202021,16020,"Entertainment",2021,"Cape Girardeau, MO-IL",540,43130,-0.0526360144953709,0.0123716153127918,0.0125202875028982,-0.00065119252293526,0.0288645038167939,206.6775
"1872",160202021,16020,"Health Sector",2021,"Cape Girardeau, MO-IL",6860,43130,0.00956382752566145,0.130018674136321,0.159054022722003,0.00124347617455496,0.0288645038167939,206.6775
"1873",160202021,16020,"STEM & Professions",2021,"Cape Girardeau, MO-IL",4860,43130,0.0325001978974751,0.0880018674136321,0.112682587526084,0.00286007810629041,0.0288645038167939,206.6775
"1874",160202022,16020,"Agriculture",2022,"Cape Girardeau, MO-IL",100,43830,-0.00114893477333158,0.00163398692810458,0.00228154232261008,-0.0000018773444008686,0.0159981451425922,235.875
"1875",160202022,16020,"Public Sector & Education",2022,"Cape Girardeau, MO-IL",4190,43830,0.0281603793479505,0.0964052287581699,0.0955966233173625,0.00271480781295601,0.0159981451425922,235.875
"1876",160202022,16020,"STEM & Professions",2022,"Cape Girardeau, MO-IL",4920,43830,0.0662247524097581,0.0880018674136321,0.112251882272416,0.00582790188106415,0.0159981451425922,235.875
"1877",160202022,16020,"Service Sector",2022,"Cape Girardeau, MO-IL",16700,43830,0.0339545750945277,0.448879551820728,0.381017567875884,0.0152415144506949,0.0159981451425922,235.875
"1878",160202022,16020,"Entertainment",2022,"Cape Girardeau, MO-IL",550,43830,0.0946765113294107,0.0123716153127918,0.0125484827743555,0.00117130137732464,0.0159981451425922,235.875
